season,week,date,home_team,home_xg,score,away_xg,away_team,referee,game_id,home_team_elo,away_team_elo,home_starters,away_starters,home_team_strength,away_team_strength,home_xG_to_date,away_xG_to_date,home_xG_against_to_date,away_xG_against_to_date,home_goals_scored,away_goals_scored,home_goals_scored_to_date,away_goals_scored_to_date,home_goals_conceded_to_date,away_goals_conceded_to_date,home_match_points,away_match_points,home_points_to_date,away_points_to_date,home_form,away_form,match_result
1920,18,2019-12-22,watford,1.5,2-0,1.8,manchester utd,Lee Mason,a58df282,1633.67041016,1825.83520508,"['Ben Foster', 'Adrian Mariappa', 'Gerard Deulofeu', 'Troy Deeney', 'Craig Cathcart', 'Abdoulaye Doucouré', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Étienne Capoue']","['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Anthony Martial', 'Marcus Rashford', 'Jesse Lingard', 'Fred', 'Daniel James', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']",0.122,0.39,19.4,27.8,27.3,17.8,2,0,9,26,32,20,3,0,9,25,1.2,2.2,0
1920,19,2019-12-26,aston villa,0.6,1-0,1.2,norwich city,Chris Kavanagh,010301bf,1619.42358398,1601.2064209,"['Tom Heaton', 'Douglas Luiz', 'Wesley Moraes', 'Jack Grealish', 'Marvelous Nakamba', 'Ezri Konsa', 'Trézéguet', 'Matt Targett', 'Anwar El Ghazi', 'Ahmed Elmohamady', 'Kortney Hause']","['Tim Krul', 'Max Aarons', 'Sam Byram', 'Grant Hanley', 'Christoph Zimmermann', 'Todd Cantwell', 'Emi Buendía', 'Tom Trybull', 'Teemu Pukki', 'Kenny McLean', 'Alexander Tettey']",-0.0439999999999999,0.0,23.8,19.7,35.9,31.7,1,0,24,19,33,37,3,0,15,12,1.4,0.0,0
1920,19,2019-12-26,bournemouth,2.0,1-1,1.4,arsenal,Stuart Attwell,5b1ecf02,1688.64782715,1806.25622559,"['Aaron Ramsdale', 'Steve Cook', 'Dan Gosling', 'Joshua King', 'Jefferson Lerma', 'Callum Wilson', 'Lewis Cook', 'Jack Stacey', 'Ryan Fraser', 'Jack Simpson', 'Chris Mepham']","['Bernd Leno', 'Sokratis Papastathopoulos', 'Alexandre Lacazette', 'Mesut Özil', 'Lucas Torreira', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'David Luiz', 'Reiss Nelson', 'Granit Xhaka', 'Bukayo Saka']",0.233,0.7050000000000001,19.5,22.9,27.9,24.9,1,1,19,24,25,27,1,1,19,23,0.8,1.4,1
1920,19,2019-12-26,chelsea,0.7,0-2,1.1,southampton,Jonathan Moss,d9a73d72,1866.68225098,1654.03405762,"['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Jorginho', ""N'Golo Kanté"", 'Tammy Abraham', 'Willian', 'Kurt Zouma', 'Callum Hudson-Odoi', 'César Azpilicueta', 'Fikayo Tomori', 'Emerson Palmieri']","['Alex McCarthy', 'Cédric Soares', 'Jack Stephens', 'Che Adams', 'James Ward-Prowse', 'Stuart Armstrong', 'Michael Obafemi', 'Ryan Bertrand', 'Nathan Redmond', 'Pierre Højbjerg', 'Jan Bednarek']",0.5459999999999999,0.1859999999999999,33.1,27.8,19.5,26.599999999999998,0,2,33,21,25,37,0,3,32,18,1.8,1.8,2
1920,19,2019-12-26,crystal palace,2.7,2-1,0.9,west ham,Andre Marriner,048fa915,1738.99035645,1702.98449707,"['Vicente Guaita', 'Patrick van Aanholt', 'Luka Milivojević', 'James Tomkins', 'Max Meyer', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Wilfried Zaha', 'Mamadou Sakho', 'James McArthur', 'Martin Kelly']","['Roberto', 'Aaron Cresswell', 'Fabián Balbuena', 'Pablo Zabaleta', 'Robert Snodgrass', 'Mark Noble', 'Pablo Fornals', 'Angelo Ogbonna', 'Sébastien Haller', 'Michail Antonio', 'Declan Rice']",0.112,0.184,16.2,20.5,28.2,30.0,2,1,15,19,20,28,3,0,23,19,0.0,1.6,0
1920,19,2019-12-26,everton,1.4,1-0,0.3,burnley,Anthony Taylor,b23c6c90,1729.23730469,1698.97851562,"['Jordan Pickford', 'Mason Holgate', 'Richarlison', 'Fabian Delph', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'Yerry Mina', 'Djibril Sidibé', 'Bernard', 'Séamus Coleman']","['Nick Pope', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Chris Wood', 'Dwight McNeil', 'Robbie Brady', 'Ashley Westwood', 'Jay Rodriguez', 'Phil Bardsley']",0.286,-0.0339999999999999,22.6,22.8,22.9,21.3,1,0,20,23,29,29,3,0,19,24,1.0,1.8,0
1920,19,2019-12-26,leicester city,0.1,0-4,3.2,liverpool,Michael Oliver,4b8063da,1831.53344727,2066.75512695,"['Kasper Schmeichel', 'Ben Chilwell', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Harvey Barnes', 'Ricardo Pereira', 'Wilfred Ndidi', 'Dennis Praet']","['Alisson', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Naby Keïta', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Andrew Robertson', 'Trent Alexander-Arnold']",0.401,1.19,30.8,31.4,19.4,15.7,0,4,41,42,14,14,0,3,39,49,1.4,2.0,2
1920,19,2019-12-26,manchester utd,1.9,4-1,0.8,newcastle utd,Kevin Friend,b3d5292f,1809.38085938,1725.49914551,"['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Anthony Martial', 'Marcus Rashford', 'Andreas Pereira', 'Fred', 'Luke Shaw', 'Mason Greenwood', 'Aaron Wan-Bissaka', 'Scott McTominay']","['Martin Dúbravka', 'Fabian Schär', 'Joelinton', 'Dwight Gayle', 'Jetro Willems', 'Federico Fernández', 'Javier Manquillo', 'Florian Lejeune', 'Miguel Almirón', 'Sean Longstaff', 'Matthew Longstaff']",0.35,0.111,29.6,14.3,19.3,29.7,4,1,26,18,22,24,3,0,25,25,2.2,0.4,0
1920,19,2019-12-26,sheffield utd,2.4,1-1,0.6,watford,David Coote,960ce979,1694.46057129,1650.12487793,"['Dean Henderson', 'George Baldock', 'Enda Stevens', 'John Fleck', ""Jack O'Connell"", 'Chris Basham', 'John Lundstram', 'Oliver McBurnie', 'John Egan', 'Oliver Norwood', 'David McGoldrick']","['Ben Foster', 'Adrian Mariappa', 'Gerard Deulofeu', 'Troy Deeney', 'Nathaniel Chalobah', 'Craig Cathcart', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Étienne Capoue']",0.0,0.099,21.7,20.9,21.6,29.1,1,1,22,11,16,32,1,1,28,12,1.4,1.2,1
1920,19,2019-12-26,tottenham,0.8,2-1,1.0,brighton,Graham Scott,eebe09b9,1843.15283203,1651.33776855,"['Paulo Gazzaniga', 'Toby Alderweireld', 'Jan Vertonghen', 'Davinson Sánchez', 'Harry Winks', 'Harry Kane', 'Moussa Sissoko', 'Ryan Sessegnon', 'Dele Alli', 'Serge Aurier', 'Lucas Moura']","['Mathew Ryan', 'Shane Duffy', 'Dale Stephens', 'Pascal Groß', 'Adam Webster', 'Aaron Mooy', 'Ezequiel Schelotto', 'Bernardo', 'Dan Burn', 'Aaron Connolly', 'Steven Alzate']",0.5589999999999999,-0.0019999999999999,22.8,23.3,24.2,27.7,2,1,32,21,26,26,3,0,26,20,2.6,1.0,0
1920,19,2019-12-27,wolves,2.6,3-2,1.5,manchester city,Martin Atkinson,6defd3a2,1763.42541504,2012.3651123,"['Rui Patrício', 'Matt Doherty', 'Rúben Neves', 'Raúl Jiménez', 'Conor Coady', 'Diogo Jota', 'Jonny Castro', 'Romain Saïss', 'João Moutinho', 'Leander Dendoncker', 'Adama Traoré']","['Ederson', 'Kyle Walker', 'Raheem Sterling', 'Sergio Agüero', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'Benjamin Mendy', 'Fernandinho', 'Riyad Mahrez', 'Nicolás Otamendi']",0.287,1.4749999999999996,25.0,46.4,21.2,18.3,3,2,26,50,22,20,3,0,27,38,1.4,2.4,0
1920,20,2019-12-28,brighton,0.8,2-0,0.5,bournemouth,Paul Tierney,d7b72d7f,1648.62683105,1690.37475586,"['Mathew Ryan', 'Shane Duffy', 'Lewis Dunk', 'Neal Maupay', 'Yves Bissouma', 'Leandro Trossard', 'Alireza Jahanbakhsh', 'Aaron Mooy', 'Martín Montoya', 'Davy Pröpper', 'Dan Burn']","['Aaron Ramsdale', 'Steve Cook', 'Dan Gosling', 'Joshua King', 'Dominic Solanke', 'Jack Stacey', 'Junior Stanislas', 'Diego Rico', 'Harry Wilson', 'Philip Billing', 'Chris Mepham']",0.079,0.154,24.3,21.5,28.5,29.3,2,0,22,20,28,26,3,0,20,20,1.0,0.8,0
1920,20,2019-12-28,burnley,0.5,0-2,2.2,manchester utd,Mike Dean,f66bbb03,1693.16357422,1817.64294434,"['Nick Pope', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Jeff Hendrick', 'Ashley Westwood', 'Phil Bardsley']","['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Anthony Martial', 'Marcus Rashford', 'Andreas Pereira', 'Fred', 'Ashley Young', 'Daniel James', 'Nemanja Matić', 'Brandon Williams']",-0.0139999999999999,0.368,23.1,31.5,22.7,20.1,0,2,23,30,30,23,0,3,24,28,1.8,2.2,2
1920,20,2019-12-28,newcastle utd,1.8,1-2,2.9,everton,Lee Mason,6edbd555,1717.23693848,1735.05212402,"['Martin Dúbravka', 'Fabian Schär', 'Andy Carroll', 'Jonjo Shelvey', 'Joelinton', 'Isaac Hayden', 'Jetro Willems', 'Federico Fernández', 'Florian Lejeune', 'DeAndre Yedlin', 'Miguel Almirón']","['Jordan Pickford', 'Mason Holgate', 'Leighton Baines', 'Michael Keane', 'Richarlison', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Theo Walcott', 'Djibril Sidibé', 'Tom Davies', 'Moise Kean']",0.245,0.245,15.1,24.0,31.6,23.2,1,2,19,21,28,29,0,3,25,22,0.4,1.0,2
1920,20,2019-12-28,norwich city,0.2,2-2,1.9,tottenham,Kevin Friend,a6e8ab71,1595.27258301,1845.86376953,"['Tim Krul', 'Max Aarons', 'Grant Hanley', 'Christoph Zimmermann', 'Mario Vrančić', 'Onel Hernández', 'Jamal Lewis', 'Emi Buendía', 'Marco Stiepermann', 'Teemu Pukki', 'Alexander Tettey']","['Paulo Gazzaniga', 'Toby Alderweireld', 'Jan Vertonghen', 'Harry Kane', 'Giovani Lo Celso', 'Ryan Sessegnon', 'Dele Alli', 'Juan Foyth', 'Christian Eriksen', 'Serge Aurier', 'Tanguy Ndombele']",0.0,0.612,20.9,23.6,32.3,25.2,2,2,19,34,38,27,1,1,12,29,0.0,2.6,1
1920,20,2019-12-28,southampton,1.4,1-1,0.3,crystal palace,Andy Madley,a8ab1213,1674.03710938,1744.68225098,"['Alex McCarthy', 'Cédric Soares', 'Jack Stephens', 'Danny Ings', 'Che Adams', 'James Ward-Prowse', 'Sofiane Boufal', 'Ryan Bertrand', 'Nathan Redmond', 'Pierre Højbjerg', 'Jan Bednarek']","['Vicente Guaita', 'Luka Milivojević', 'James Tomkins', 'Max Meyer', 'Jordan Ayew', 'Wilfried Zaha', 'Mamadou Sakho', 'James McArthur', 'James McCarthy', 'Martin Kelly', 'Jaïro Riedewald']",0.233,0.08,28.9,18.9,27.3,29.099999999999998,1,1,23,17,37,21,1,1,21,26,1.8,0.0,1
1920,20,2019-12-28,watford,2.8,3-0,0.6,aston villa,Simon Hooper,36dc1eb8,1652.96154785,1625.35754395,"['Ben Foster', 'Adrian Mariappa', 'Gerard Deulofeu', 'Troy Deeney', 'Craig Cathcart', 'Abdoulaye Doucouré', 'Will Hughes', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Étienne Capoue']","['Tom Heaton', 'Douglas Luiz', 'Henri Lansbury', 'Wesley Moraes', 'Jack Grealish', 'Conor Hourihane', 'Ezri Konsa', 'Matt Targett', 'Jota', 'Ahmed Elmohamady', 'Kortney Hause']",0.122,0.0129999999999999,21.5,24.4,31.5,37.1,3,0,12,25,33,33,3,0,13,18,1.2,1.4,0
1920,20,2019-12-28,west ham,1.0,1-2,2.5,leicester city,David Coote,1f2bd890,1697.29272461,1823.93688965,"['Łukasz Fabiański', 'Fabián Balbuena', 'Felipe Anderson', 'Manuel Lanzini', 'Carlos Sánchez', 'Pablo Fornals', 'Sébastien Haller', 'Issa Diop', 'Ryan Fredericks', 'Arthur Masuaku', 'Declan Rice']","['Kasper Schmeichel', 'James Justin', 'Wes Morgan', 'Jonny Evans', 'Demarai Gray', 'Marc Albrighton', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Hamza Choudhury', 'Nampalys Mendy', 'Christian Fuchs']",0.197,0.265,21.4,30.9,32.7,22.6,1,2,20,41,30,18,0,3,19,39,1.6,1.4,2
1920,20,2019-12-29,arsenal,0.5,1-2,1.4,chelsea,Craig Pawson,850e18c6,1804.5291748,1846.67919922,"['Bernd Leno', 'Alexandre Lacazette', 'Mesut Özil', 'Lucas Torreira', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'Calum Chambers', 'David Luiz', 'Reiss Nelson', 'Mattéo Guendouzi', 'Bukayo Saka']","['Kepa Arrizabalaga', 'Antonio Rüdiger', ""N'Golo Kanté"", 'Tammy Abraham', 'Willian', 'Kurt Zouma', 'Mateo Kovačić', 'Mason Mount', 'César Azpilicueta', 'Fikayo Tomori', 'Emerson Palmieri']",0.641,0.4669999999999999,24.3,33.8,26.9,20.6,1,2,25,33,28,27,0,3,24,32,1.4,1.8,2
1920,20,2019-12-29,liverpool,1.2,1-0,0.5,wolves,Anthony Taylor,9892a4f1,2074.3515625,1776.21203613,"['Alisson', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Adam Lallana', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Rui Patrício', 'Ryan Bennett', 'Pedro Neto', 'Rúben Neves', 'Conor Coady', 'Diogo Jota', 'Jonny Castro', 'João Moutinho', 'Rúben Vinagre', 'Leander Dendoncker', 'Max Kilman']",1.132,0.249,34.6,27.6,15.8,22.7,1,0,46,29,14,24,3,0,52,30,2.0,1.4,0
1920,20,2019-12-29,manchester city,1.1,2-0,1.1,sheffield utd,Chris Kavanagh,aaada016,1999.57836914,1691.62390137,"['Claudio Bravo', 'Kyle Walker', 'Raheem Sterling', 'Sergio Agüero', 'Oleksandr Zinchenko', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'Fernandinho', 'Riyad Mahrez', 'Eric García']","['Dean Henderson', 'George Baldock', 'Enda Stevens', 'John Fleck', ""Jack O'Connell"", 'Chris Basham', 'Callum Robinson', 'John Egan', 'Oliver Norwood', 'Lys Mousset', 'Muhamed Bešić']",1.2559999999999998,0.023,47.9,24.1,20.9,22.2,2,0,52,23,23,17,3,0,38,29,2.4,1.4,0
1920,21,2020-01-01,arsenal,1.5,2-0,0.7,manchester utd,Chris Kavanagh,f6b7d570,1796.1661377,1826.82861328,"['Bernd Leno', 'Sokratis Papastathopoulos', 'Alexandre Lacazette', 'Mesut Özil', 'Lucas Torreira', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'Nicolas Pépé', 'David Luiz', 'Sead Kolašinac', 'Granit Xhaka']","['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Anthony Martial', 'Marcus Rashford', 'Jesse Lingard', 'Fred', 'Daniel James', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Nemanja Matić']",0.6840000000000002,0.4000000000000001,24.8,33.7,28.3,20.6,2,0,26,32,30,23,3,0,24,31,1.4,2.2,0
1920,21,2020-01-01,brighton,1.3,1-1,1.3,chelsea,Stuart Attwell,9b72407a,1659.32214355,1855.0423584,"['Mathew Ryan', 'Lewis Dunk', 'Neal Maupay', 'Yves Bissouma', 'Leandro Trossard', 'Adam Webster', 'Aaron Mooy', 'Martín Montoya', 'Davy Pröpper', 'Dan Burn', 'Steven Alzate']","['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Jorginho', ""N'Golo Kanté"", 'Tammy Abraham', 'Willian', 'Kurt Zouma', 'Mason Mount', 'Christian Pulisic', 'Reece James', 'César Azpilicueta']",0.069,0.4679999999999999,25.1,35.2,29.0,21.1,1,1,24,35,28,28,1,1,23,35,1.0,1.8,1
1920,21,2020-01-01,burnley,2.2,1-2,1.3,aston villa,Michael Oliver,ac409026,1683.97790527,1615.33764648,"['Nick Pope', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Robbie Brady', 'Ashley Westwood', 'Phil Bardsley']","['Tom Heaton', 'Neil Taylor', 'Douglas Luiz', 'Wesley Moraes', 'Jack Grealish', 'Marvelous Nakamba', 'Ezri Konsa', 'Trézéguet', 'Frederic Guilbert', 'Kortney Hause', 'Tyrone Mings']",-0.0089999999999999,-0.1159999999999999,23.6,25.0,24.9,39.9,1,2,23,25,32,36,0,3,24,18,1.8,1.4,2
1920,21,2020-01-01,manchester city,1.5,2-1,1.0,everton,Andre Marriner,ed58271e,2001.57202148,1744.27368164,"['Claudio Bravo', 'İlkay Gündoğan', 'Gabriel Jesus', 'Rodri', 'Kevin De Bruyne', 'Benjamin Mendy', 'Fernandinho', 'Riyad Mahrez', 'João Cancelo', 'Phil Foden', 'Eric García']","['Jordan Pickford', 'Mason Holgate', 'Richarlison', 'Fabian Delph', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'Yerry Mina', 'Djibril Sidibé', 'Séamus Coleman', 'Tom Davies']",1.079,0.299,49.0,26.9,22.0,25.0,2,1,54,23,23,30,3,0,41,25,2.4,1.0,0
1920,21,2020-01-01,newcastle utd,0.7,0-3,2.6,leicester city,Martin Atkinson,a7902bb1,1708.01550293,1830.19836426,"['Martin Dúbravka', 'Fabian Schär', 'Jonjo Shelvey', 'Joelinton', 'Yoshinori Mutō', 'Isaac Hayden', 'Jetro Willems', 'Federico Fernández', 'Javier Manquillo', 'Florian Lejeune', 'Miguel Almirón']","['Kasper Schmeichel', 'Ben Chilwell', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'James Maddison', 'Kelechi Iheanacho', 'Ayoze Pérez', 'Ricardo Pereira', 'Wilfred Ndidi', 'Christian Fuchs']",0.182,0.37,16.9,33.4,34.5,23.6,0,3,20,43,30,19,0,3,25,42,0.4,1.4,2
1920,21,2020-01-01,norwich city,1.4,1-1,1.3,crystal palace,Jonathan Moss,5bbec2c4,1600.27038574,1744.37133789,"['Tim Krul', 'Max Aarons', 'Sam Byram', 'Grant Hanley', 'Christoph Zimmermann', 'Mario Vrančić', 'Todd Cantwell', 'Emi Buendía', 'Teemu Pukki', 'Kenny McLean', 'Alexander Tettey']","['Vicente Guaita', 'Luka Milivojević', 'James Tomkins', 'Max Meyer', 'Jordan Ayew', 'Wilfried Zaha', 'Mamadou Sakho', 'James McArthur', 'James McCarthy', 'Martin Kelly', 'Jaïro Riedewald']",0.0,0.08,21.1,19.2,34.2,30.5,1,1,21,18,40,22,1,1,13,27,0.0,0.0,1
1920,21,2020-01-01,southampton,1.3,1-0,0.9,tottenham,Mike Dean,ce2fad1e,1674.34790039,1840.8659668,"['Alex McCarthy', 'Cédric Soares', 'Jack Stephens', 'Danny Ings', 'Moussa Djenepo', 'James Ward-Prowse', 'Stuart Armstrong', 'Ryan Bertrand', 'Nathan Redmond', 'Pierre Højbjerg', 'Jan Bednarek']","['Paulo Gazzaniga', 'Toby Alderweireld', 'Jan Vertonghen', 'Harry Kane', 'Moussa Sissoko', 'Ryan Sessegnon', 'Dele Alli', 'Christian Eriksen', 'Serge Aurier', 'Lucas Moura', 'Tanguy Ndombele']",0.225,0.64,30.3,25.5,27.599999999999998,25.4,1,0,24,36,38,29,3,0,22,30,1.8,2.6,0
1920,21,2020-01-01,watford,1.1,2-1,1.2,wolves,Andy Madley,dc2a86e8,1662.98144531,1774.71240234,"['Ben Foster', 'Craig Dawson', 'Gerard Deulofeu', 'Troy Deeney', 'Nathaniel Chalobah', 'Craig Cathcart', 'Abdoulaye Doucouré', 'Kiko Femenía', 'Ismaila Sarr', 'Christian Kabasele', 'Étienne Capoue']","['Rui Patrício', 'Matt Doherty', 'Ryan Bennett', 'Pedro Neto', 'Raúl Jiménez', 'Conor Coady', 'Jonny Castro', 'Romain Saïss', 'João Moutinho', 'Leander Dendoncker', 'Adama Traoré']",0.123,0.251,24.3,28.1,32.1,23.9,2,1,15,29,33,25,3,0,16,30,1.2,1.4,0
1920,21,2020-01-01,west ham,2.4,4-0,0.6,bournemouth,Graham Scott,9ae01aab,1691.03125,1679.67944336,"['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Felipe Anderson', 'Robert Snodgrass', 'Mark Noble', 'Pablo Fornals', 'Angelo Ogbonna', 'Sébastien Haller', 'Ryan Fredericks', 'Declan Rice']","['Aaron Ramsdale', 'Simon Francis', 'Steve Cook', 'Dan Gosling', 'Jefferson Lerma', 'Dominic Solanke', 'Callum Wilson', 'Lewis Cook', 'Diego Rico', 'Harry Wilson', 'Chris Mepham']",0.181,0.215,22.4,22.0,35.2,30.1,4,0,21,20,32,28,3,0,19,20,1.6,0.8,0
1920,21,2020-01-02,liverpool,2.8,2-0,0.6,sheffield utd,Paul Tierney,7fe3382b,2075.85131836,1689.63024902,"['Alisson', 'Virgil van Dijk', 'Georginio Wijnaldum', 'James Milner', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Dean Henderson', 'George Baldock', 'Enda Stevens', 'John Fleck', ""Jack O'Connell"", 'Chris Basham', 'John Lundstram', 'John Egan', 'Oliver Norwood', 'David McGoldrick', 'Lys Mousset']",1.156,0.023,35.8,25.2,16.3,23.3,2,0,47,23,14,19,3,0,55,29,2.0,1.4,0
1920,22,2020-01-10,sheffield utd,1.4,1-0,0.7,west ham,Michael Oliver,c5f47ccb,1688.32421875,1703.38427734,"['Dean Henderson', 'George Baldock', 'Enda Stevens', 'John Fleck', ""Jack O'Connell"", 'Chris Basham', 'John Lundstram', 'Oliver McBurnie', 'John Egan', 'Oliver Norwood', 'David McGoldrick']","['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Pablo Zabaleta', 'Felipe Anderson', 'Manuel Lanzini', 'Mark Noble', 'Angelo Ogbonna', 'Sébastien Haller', 'Arthur Masuaku', 'Declan Rice']",0.0,0.207,25.8,24.8,26.1,35.8,1,0,23,25,21,32,3,0,29,22,1.4,1.6,0
1920,22,2020-01-11,chelsea,2.7,3-0,0.8,burnley,Kevin Friend,17a5a8ef,1851.26318359,1672.70043945,"['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Andreas Christensen', 'Jorginho', 'Ross Barkley', 'Tammy Abraham', 'Willian', 'Mason Mount', 'Callum Hudson-Odoi', 'Reece James', 'César Azpilicueta']","['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Chris Wood', 'Dwight McNeil', 'Jeff Hendrick', 'Ashley Westwood', 'Aaron Lennon']",0.611,-0.0349999999999999,36.5,25.8,22.400000000000002,26.2,3,0,36,24,29,34,3,0,36,24,1.8,1.8,0
1920,22,2020-01-11,crystal palace,0.6,1-1,1.4,arsenal,Paul Tierney,e1fdc1f9,1741.9309082,1806.4329834,"['Vicente Guaita', 'James Tomkins', 'Max Meyer', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Wilfried Zaha', 'James McArthur', 'James McCarthy', 'Gary Cahill', 'Martin Kelly', 'Jaïro Riedewald']","['Bernd Leno', 'Sokratis Papastathopoulos', 'Alexandre Lacazette', 'Mesut Özil', 'Lucas Torreira', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'Nicolas Pépé', 'David Luiz', 'Sead Kolašinac', 'Granit Xhaka']",0.15,0.6840000000000002,20.5,26.3,31.9,29.0,1,1,19,28,23,30,1,1,28,27,0.0,1.4,1
1920,22,2020-01-11,everton,1.7,1-0,1.3,brighton,David Coote,61cc2ca5,1742.39196777,1663.10144043,"['Jordan Pickford', 'Mason Holgate', 'Michael Keane', 'Richarlison', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Theo Walcott', 'Lucas Digne', 'Djibril Sidibé', 'Bernard', 'Tom Davies']","['Mathew Ryan', 'Shane Duffy', 'Lewis Dunk', 'Dale Stephens', 'Neal Maupay', 'Leandro Trossard', 'Adam Webster', 'Alireza Jahanbakhsh', 'Martín Montoya', 'Davy Pröpper', 'Bernardo']",0.19,0.096,27.9,26.4,26.5,30.3,1,0,24,25,32,29,3,0,25,24,1.0,1.0,0
1920,22,2020-01-11,leicester city,0.7,1-2,2.1,southampton,Lee Mason,bf752bf7,1841.3951416,1685.04577637,"['Kasper Schmeichel', 'Ben Chilwell', 'Çağlar Söyüncü', 'Jonny Evans', 'Jamie Vardy', 'James Maddison', 'Harvey Barnes', 'Ayoze Pérez', 'Hamza Choudhury', 'Ricardo Pereira', 'Dennis Praet']","['Alex McCarthy', 'Cédric Soares', 'Jack Stephens', 'Shane Long', 'Danny Ings', 'James Ward-Prowse', 'Stuart Armstrong', 'Ryan Bertrand', 'Nathan Redmond', 'Pierre Højbjerg', 'Jan Bednarek']",0.374,0.271,36.0,31.599999999999998,24.3,28.5,1,2,46,25,19,38,0,3,45,25,1.4,1.8,2
1920,22,2020-01-11,manchester utd,2.9,4-0,0.3,norwich city,Anthony Taylor,db192bf5,1816.56176758,1602.71081543,"['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Juan Mata', 'Anthony Martial', 'Marcus Rashford', 'Andreas Pereira', 'Fred', 'Aaron Wan-Bissaka', 'Nemanja Matić', 'Brandon Williams']","['Tim Krul', 'Max Aarons', 'Sam Byram', 'Grant Hanley', 'Christoph Zimmermann', 'Mario Vrančić', 'Todd Cantwell', 'Emi Buendía', 'Kenny McLean', 'Alexander Tettey', 'Adam Idah']",0.3550000000000001,0.0,34.4,22.5,22.1,35.5,4,0,32,22,25,41,3,0,31,14,2.2,0.0,0
1920,22,2020-01-11,tottenham,1.2,0-1,1.2,liverpool,Martin Atkinson,39432697,1830.16821289,2077.15722656,"['Paulo Gazzaniga', 'Danny Rose', 'Toby Alderweireld', 'Davinson Sánchez', 'Son Heung-min', 'Harry Winks', 'Dele Alli', 'Christian Eriksen', 'Serge Aurier', 'Lucas Moura', 'Japhet Tanganga']","['Alisson', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Joe Gomez', 'Jordan Henderson', 'Alex Oxlade-Chamberlain', 'Andrew Robertson', 'Trent Alexander-Arnold']",0.637,1.089,26.4,38.6,26.7,16.9,0,1,36,49,30,14,0,3,30,58,2.6,2.0,2
