Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,League,target,G/PG,GC/PG,xG/PG,xGA/PG,Top_Team_Scorer
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
